Date,Home Team,Road Team,City,State,League,Sport
06/02/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
06/02/23,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
06/02/23,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
06/02/23,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
06/02/23,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
06/02/23,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
06/02/23,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
06/02/23,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
06/02/23,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
06/02/23,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
06/02/23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
06/02/23,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
06/03/23,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
06/03/23,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
06/03/23,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
06/03/23,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
06/03/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
06/03/23,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
06/03/23,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
06/03/23,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
06/03/23,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
06/03/23,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
06/03/23,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
06/03/23,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
06/03/23,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
06/03/23,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
06/03/23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
06/03/23,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
06/04/23,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
06/04/23,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
06/04/23,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
06/04/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
06/04/23,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
06/04/23,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
06/04/23,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
06/04/23,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
06/04/23,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
06/04/23,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
06/04/23,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
06/04/23,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
06/04/23,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
06/04/23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
06/04/23,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
06/05/23,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
06/05/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
06/05/23,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
06/05/23,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
06/05/23,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
06/05/23,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
06/05/23,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
06/05/23,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
06/06/23,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
06/06/23,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
06/06/23,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
06/06/23,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
06/06/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
06/06/23,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
06/06/23,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
06/06/23,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
06/06/23,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
06/06/23,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
06/06/23,San Diego Padres,Seattle Mariners,San Diego,California,MLB,Baseball
06/06/23,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
06/06/23,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
06/06/23,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
06/06/23,Washington Nationals,Arizona Diamondbacks,Washington D.C.,Washington D.C.,MLB,Baseball
06/07/23,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
06/07/23,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
06/07/23,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
06/07/23,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
06/07/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
06/07/23,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
06/07/23,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
06/07/23,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
06/07/23,San Diego Padres,Seattle Mariners,San Diego,California,MLB,Baseball
06/07/23,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
06/07/23,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
06/07/23,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
06/07/23,Washington Nationals,Arizona Diamondbacks,Washington D.C.,Washington D.C.,MLB,Baseball
06/08/23,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
06/08/23,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
06/08/23,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
06/08/23,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
06/08/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
06/08/23,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
06/08/23,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
06/08/23,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
06/08/23,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
06/08/23,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
06/08/23,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
06/09/23,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
06/09/23,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
06/09/23,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
06/09/23,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
06/09/23,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
06/09/23,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
06/09/23,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
06/09/23,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
06/09/23,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
06/09/23,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
06/09/23,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
06/09/23,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
06/09/23,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
06/09/23,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
06/09/23,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
06/10/23,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
06/10/23,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
06/10/23,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
06/10/23,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
06/10/23,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
06/10/23,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
06/10/23,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
06/10/23,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
06/10/23,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
06/10/23,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
06/10/23,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
06/10/23,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
06/10/23,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
06/10/23,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
06/10/23,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
06/11/23,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
06/11/23,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
06/11/23,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
06/11/23,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
06/11/23,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
06/11/23,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
06/11/23,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
06/11/23,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
06/11/23,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
06/11/23,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
06/11/23,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
06/11/23,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
06/11/23,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
06/11/23,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
06/11/23,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
06/12/23,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
06/12/23,Boston Red Sox,Colorado Rockies,Boston,Massachusetts,MLB,Baseball
06/12/23,Detroit Tigers,Atlanta Braves,Detroit,Michigan,MLB,Baseball
06/12/23,Kansas City Royals,Cincinnati Reds,Kansas City,Missouri,MLB,Baseball
06/12/23,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
06/12/23,Seattle Mariners,Miami Marlins,Seattle,Washington,MLB,Baseball
06/12/23,St. Louis Cardinals,San Francisco Giants,St. Louis,Missouri,MLB,Baseball
06/12/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
06/13/23,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
06/13/23,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
06/13/23,Boston Red Sox,Colorado Rockies,Boston,Massachusetts,MLB,Baseball
06/13/23,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
06/13/23,Houston Astros,Washington Nationals,Houston,Texas,MLB,Baseball
06/13/23,Kansas City Royals,Cincinnati Reds,Kansas City,Missouri,MLB,Baseball
06/13/23,Los Angeles Dodgers,Chicago White Sox,Los Angeles,California,MLB,Baseball
06/13/23,Minnesota Twins,Milwaukee Brewers,Minneapolis,Minnesota,MLB,Baseball
06/13/23,New York Mets,New York Yankees,New York,New York,MLB,Baseball
06/13/23,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
06/13/23,San Diego Padres,Cleveland Guardians,San Diego,California,MLB,Baseball
06/13/23,Seattle Mariners,Miami Marlins,Seattle,Washington,MLB,Baseball
06/13/23,St. Louis Cardinals,San Francisco Giants,St. Louis,Missouri,MLB,Baseball
06/13/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
06/14/23,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
06/14/23,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
06/14/23,Boston Red Sox,Colorado Rockies,Boston,Massachusetts,MLB,Baseball
06/14/23,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
06/14/23,Detroit Tigers,Atlanta Braves,Detroit,Michigan,MLB,Baseball
06/14/23,Detroit Tigers,Atlanta Braves,Detroit,Michigan,MLB,Baseball
06/14/23,Houston Astros,Washington Nationals,Houston,Texas,MLB,Baseball
06/14/23,Kansas City Royals,Cincinnati Reds,Kansas City,Missouri,MLB,Baseball
06/14/23,Los Angeles Dodgers,Chicago White Sox,Los Angeles,California,MLB,Baseball
06/14/23,Minnesota Twins,Milwaukee Brewers,Minneapolis,Minnesota,MLB,Baseball
06/14/23,New York Mets,New York Yankees,New York,New York,MLB,Baseball
06/14/23,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
06/14/23,San Diego Padres,Cleveland Guardians,San Diego,California,MLB,Baseball
06/14/23,Seattle Mariners,Miami Marlins,Seattle,Washington,MLB,Baseball
06/14/23,St. Louis Cardinals,San Francisco Giants,St. Louis,Missouri,MLB,Baseball
06/14/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
06/15/23,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
06/15/23,Atlanta Braves,Colorado Rockies,Atlanta,Georgia,MLB,Baseball
06/15/23,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
06/15/23,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
06/15/23,Houston Astros,Washington Nationals,Houston,Texas,MLB,Baseball
06/15/23,Los Angeles Dodgers,Chicago White Sox,Los Angeles,California,MLB,Baseball
06/15/23,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
06/15/23,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
06/15/23,San Diego Padres,Cleveland Guardians,San Diego,California,MLB,Baseball
06/15/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
06/16/23,Arizona Diamondbacks,Cleveland Guardians,Phoenix,Arizona,MLB,Baseball
06/16/23,Atlanta Braves,Colorado Rockies,Atlanta,Georgia,MLB,Baseball
06/16/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
06/16/23,Chicago Cubs,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
06/16/23,Houston Astros,Cincinnati Reds,Houston,Texas,MLB,Baseball
06/16/23,Kansas City Royals,Los Angeles Angels,Kansas City,Missouri,MLB,Baseball
06/16/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
06/16/23,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
06/16/23,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
06/16/23,New York Mets,St. Louis Cardinals,New York,New York,MLB,Baseball
06/16/23,Oakland Athletics,Philadelphia Phillies,Oakland,California,MLB,Baseball
06/16/23,San Diego Padres,Tampa Bay Rays,San Diego,California,MLB,Baseball
06/16/23,Seattle Mariners,Chicago White Sox,Seattle,Washington,MLB,Baseball
06/16/23,Texas Rangers,Toronto Blue Jays,Arlington,Texas,MLB,Baseball
06/16/23,Washington Nationals,Miami Marlins,Washington D.C.,Washington D.C.,MLB,Baseball
06/17/23,Arizona Diamondbacks,Cleveland Guardians,Phoenix,Arizona,MLB,Baseball
06/17/23,Atlanta Braves,Colorado Rockies,Atlanta,Georgia,MLB,Baseball
06/17/23,Chicago Cubs,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
06/17/23,Houston Astros,Cincinnati Reds,Houston,Texas,MLB,Baseball
06/17/23,Kansas City Royals,Los Angeles Angels,Kansas City,Missouri,MLB,Baseball
06/17/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
06/17/23,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
06/17/23,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
06/17/23,New York Mets,St. Louis Cardinals,New York,New York,MLB,Baseball
06/17/23,Oakland Athletics,Philadelphia Phillies,Oakland,California,MLB,Baseball
06/17/23,San Diego Padres,Tampa Bay Rays,San Diego,California,MLB,Baseball
06/17/23,Seattle Mariners,Chicago White Sox,Seattle,Washington,MLB,Baseball
06/17/23,Texas Rangers,Toronto Blue Jays,Arlington,Texas,MLB,Baseball
06/17/23,Washington Nationals,Miami Marlins,Washington D.C.,Washington D.C.,MLB,Baseball
06/18/23,Arizona Diamondbacks,Cleveland Guardians,Phoenix,Arizona,MLB,Baseball
06/18/23,Atlanta Braves,Colorado Rockies,Atlanta,Georgia,MLB,Baseball
06/18/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
06/18/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
06/18/23,Chicago Cubs,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
06/18/23,Houston Astros,Cincinnati Reds,Houston,Texas,MLB,Baseball
06/18/23,Kansas City Royals,Los Angeles Angels,Kansas City,Missouri,MLB,Baseball
06/18/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
06/18/23,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
06/18/23,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
06/18/23,New York Mets,St. Louis Cardinals,New York,New York,MLB,Baseball
06/18/23,Oakland Athletics,Philadelphia Phillies,Oakland,California,MLB,Baseball
06/18/23,San Diego Padres,Tampa Bay Rays,San Diego,California,MLB,Baseball
06/18/23,Seattle Mariners,Chicago White Sox,Seattle,Washington,MLB,Baseball
06/18/23,Texas Rangers,Toronto Blue Jays,Arlington,Texas,MLB,Baseball
06/18/23,Washington Nationals,Miami Marlins,Washington D.C.,Washington D.C.,MLB,Baseball
06/19/23,Chicago White Sox,Texas Rangers,Chicago,Illinois,MLB,Baseball
06/19/23,Cincinnati Reds,Colorado Rockies,Cincinnati,Ohio,MLB,Baseball
06/19/23,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
06/19/23,Houston Astros,New York Mets,Houston,Texas,MLB,Baseball
06/19/23,Miami Marlins,Toronto Blue Jays,Miami,Florida,MLB,Baseball
06/19/23,Milwaukee Brewers,Arizona Diamondbacks,Milwaukee,Wisconsin,MLB,Baseball
06/19/23,Minnesota Twins,Boston Red Sox,Minneapolis,Minnesota,MLB,Baseball
06/19/23,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
06/19/23,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
06/19/23,Washington Nationals,St. Louis Cardinals,Washington D.C.,Washington D.C.,MLB,Baseball
06/20/23,Los Angeles Angels,Los Angeles Dodgers,Los Angeles,California,MLB,Baseball
06/20/23,Chicago White Sox,Texas Rangers,Chicago,Illinois,MLB,Baseball
06/20/23,Cincinnati Reds,Colorado Rockies,Cincinnati,Ohio,MLB,Baseball
06/20/23,Cleveland Guardians,Oakland Athletics,Cleveland,Ohio,MLB,Baseball
06/20/23,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
06/20/23,Houston Astros,New York Mets,Houston,Texas,MLB,Baseball
06/20/23,Miami Marlins,Toronto Blue Jays,Miami,Florida,MLB,Baseball
06/20/23,Milwaukee Brewers,Arizona Diamondbacks,Milwaukee,Wisconsin,MLB,Baseball
06/20/23,Minnesota Twins,Boston Red Sox,Minneapolis,Minnesota,MLB,Baseball
06/20/23,New York Yankees,Seattle Mariners,New York,New York,MLB,Baseball
06/20/23,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
06/20/23,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
06/20/23,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
06/20/23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
06/20/23,Washington Nationals,St. Louis Cardinals,Washington D.C.,Washington D.C.,MLB,Baseball
06/21/23,Los Angeles Angels,Los Angeles Dodgers,Los Angeles,California,MLB,Baseball
06/21/23,Chicago White Sox,Texas Rangers,Chicago,Illinois,MLB,Baseball
06/21/23,Cincinnati Reds,Colorado Rockies,Cincinnati,Ohio,MLB,Baseball
06/21/23,Cleveland Guardians,Oakland Athletics,Cleveland,Ohio,MLB,Baseball
06/21/23,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
06/21/23,Houston Astros,New York Mets,Houston,Texas,MLB,Baseball
06/21/23,Miami Marlins,Toronto Blue Jays,Miami,Florida,MLB,Baseball
06/21/23,Milwaukee Brewers,Arizona Diamondbacks,Milwaukee,Wisconsin,MLB,Baseball
06/21/23,Minnesota Twins,Boston Red Sox,Minneapolis,Minnesota,MLB,Baseball
06/21/23,New York Yankees,Seattle Mariners,New York,New York,MLB,Baseball
06/21/23,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
06/21/23,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
06/21/23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
06/21/23,Washington Nationals,St. Louis Cardinals,Washington D.C.,Washington D.C.,MLB,Baseball
06/22/23,Cleveland Guardians,Oakland Athletics,Cleveland,Ohio,MLB,Baseball
06/22/23,Miami Marlins,Pittsburgh Pirates,Miami,Florida,MLB,Baseball
