id,game_date,home_team,road_team,city,state,league,sport
1584,07/19/2023,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
1585,07/19/2023,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
1586,07/19/2023,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
1587,07/19/2023,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
1588,07/19/2023,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
1589,07/19/2023,Colorado Rockies,Houston Astros,Denver,Colorado,MLB,Baseball
1590,07/19/2023,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
1591,07/19/2023,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
1592,07/19/2023,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
1593,07/19/2023,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
1594,07/19/2023,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
1595,07/19/2023,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
1596,07/19/2023,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
1597,07/19/2023,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
1598,07/19/2023,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
1599,07/20/2023,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
1600,07/20/2023,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1601,07/20/2023,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
1602,07/20/2023,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
1603,07/20/2023,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
1604,07/20/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1605,07/20/2023,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
1606,07/20/2023,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
1607,07/20/2023,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1608,07/20/2023,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
1609,07/21/2023,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
1610,07/21/2023,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
1611,07/21/2023,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1612,07/21/2023,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
1613,07/21/2023,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
1614,07/21/2023,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
1615,07/21/2023,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
1616,07/21/2023,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
1617,07/21/2023,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
1618,07/21/2023,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
1619,07/21/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1620,07/21/2023,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
1621,07/21/2023,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1622,07/21/2023,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
1623,07/21/2023,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
1624,07/22/2023,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
1625,07/22/2023,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
1626,07/22/2023,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1627,07/22/2023,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
1628,07/22/2023,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
1629,07/22/2023,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
1630,07/22/2023,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
1631,07/22/2023,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
1632,07/22/2023,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
1633,07/22/2023,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
1634,07/22/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1635,07/22/2023,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
1636,07/22/2023,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1637,07/22/2023,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
1638,07/22/2023,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
1639,07/23/2023,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
1640,07/23/2023,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
1641,07/23/2023,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1642,07/23/2023,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
1643,07/23/2023,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
1644,07/23/2023,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
1645,07/23/2023,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
1646,07/23/2023,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
1647,07/23/2023,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
1648,07/23/2023,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
1649,07/23/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1650,07/23/2023,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
1651,07/23/2023,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1652,07/23/2023,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
1653,07/23/2023,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
1654,07/24/2023,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
1655,07/24/2023,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1656,07/24/2023,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
1657,07/24/2023,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
1658,07/24/2023,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
1659,07/24/2023,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1660,07/24/2023,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
1661,07/24/2023,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
1662,07/24/2023,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
1663,07/24/2023,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
1664,07/25/2023,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
1665,07/25/2023,Boston Red Sox,Atlanta Braves,Boston,Massachusetts,MLB,Baseball
1666,07/25/2023,Chicago White Sox,Chicago Cubs,Chicago,Illinois,MLB,Baseball
1667,07/25/2023,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1668,07/25/2023,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
1669,07/25/2023,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
1670,07/25/2023,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
1671,07/25/2023,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1672,07/25/2023,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
1673,07/25/2023,New York Yankees,New York Mets,New York,New York,MLB,Baseball
1674,07/25/2023,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
1675,07/25/2023,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
1676,07/25/2023,San Francisco Giants,Oakland Athletics,San Francisco,California,MLB,Baseball
1677,07/25/2023,Tampa Bay Rays,Miami Marlins,Tampa,Florida,MLB,Baseball
1678,07/25/2023,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
1679,07/26/2023,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
1680,07/26/2023,Boston Red Sox,Atlanta Braves,Boston,Massachusetts,MLB,Baseball
1681,07/26/2023,Chicago White Sox,Chicago Cubs,Chicago,Illinois,MLB,Baseball
1682,07/26/2023,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1683,07/26/2023,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
1684,07/26/2023,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
1685,07/26/2023,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1686,07/26/2023,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
1687,07/26/2023,New York Yankees,New York Mets,New York,New York,MLB,Baseball
1688,07/26/2023,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
1689,07/26/2023,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
1690,07/26/2023,San Francisco Giants,Oakland Athletics,San Francisco,California,MLB,Baseball
1691,07/26/2023,Tampa Bay Rays,Miami Marlins,Tampa,Florida,MLB,Baseball
1692,07/26/2023,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
1693,07/27/2023,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1694,07/27/2023,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
1695,07/27/2023,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
1696,07/27/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1697,07/27/2023,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1698,07/28/2023,Arizona Diamondbacks,Seattle Mariners,Phoenix,Arizona,MLB,Baseball
1699,07/28/2023,Atlanta Braves,Milwaukee Brewers,Atlanta,Georgia,MLB,Baseball
1700,07/28/2023,Baltimore Orioles,New York Yankees,Baltimore,Maryland,MLB,Baseball
1701,07/28/2023,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1702,07/28/2023,Colorado Rockies,Oakland Athletics,Denver,Colorado,MLB,Baseball
1703,07/28/2023,Houston Astros,Tampa Bay Rays,Houston,Texas,MLB,Baseball
1704,07/28/2023,Kansas City Royals,Minnesota Twins,Kansas City,Missouri,MLB,Baseball
1705,07/28/2023,Los Angeles Dodgers,Cincinnati Reds,Los Angeles,California,MLB,Baseball
1706,07/28/2023,Miami Marlins,Detroit Tigers,Miami,Florida,MLB,Baseball
1707,07/28/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1708,07/28/2023,Pittsburgh Pirates,Philadelphia Phillies,Pittsburgh,Pennsylvania,MLB,Baseball
1709,07/28/2023,San Diego Padres,Texas Rangers,San Diego,California,MLB,Baseball
1710,07/28/2023,San Francisco Giants,Boston Red Sox,San Francisco,California,MLB,Baseball
1711,07/28/2023,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1712,07/28/2023,Toronto Blue Jays,Los Angeles Angels,Toronto,Ontario,MLB,Baseball
1713,07/29/2023,Arizona Diamondbacks,Seattle Mariners,Phoenix,Arizona,MLB,Baseball
1714,07/29/2023,Atlanta Braves,Milwaukee Brewers,Atlanta,Georgia,MLB,Baseball
1715,07/29/2023,Baltimore Orioles,New York Yankees,Baltimore,Maryland,MLB,Baseball
1716,07/29/2023,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1717,07/29/2023,Colorado Rockies,Oakland Athletics,Denver,Colorado,MLB,Baseball
1718,07/29/2023,Houston Astros,Tampa Bay Rays,Houston,Texas,MLB,Baseball
1719,07/29/2023,Kansas City Royals,Minnesota Twins,Kansas City,Missouri,MLB,Baseball
1720,07/29/2023,Los Angeles Dodgers,Cincinnati Reds,Los Angeles,California,MLB,Baseball
1721,07/29/2023,Miami Marlins,Detroit Tigers,Miami,Florida,MLB,Baseball
1722,07/29/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1723,07/29/2023,Pittsburgh Pirates,Philadelphia Phillies,Pittsburgh,Pennsylvania,MLB,Baseball
1724,07/29/2023,San Diego Padres,Texas Rangers,San Diego,California,MLB,Baseball
1725,07/29/2023,San Francisco Giants,Boston Red Sox,San Francisco,California,MLB,Baseball
1726,07/29/2023,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1727,07/29/2023,Toronto Blue Jays,Los Angeles Angels,Toronto,Ontario,MLB,Baseball
1728,07/30/2023,Arizona Diamondbacks,Seattle Mariners,Phoenix,Arizona,MLB,Baseball
1729,07/30/2023,Atlanta Braves,Milwaukee Brewers,Atlanta,Georgia,MLB,Baseball
1730,07/30/2023,Baltimore Orioles,New York Yankees,Baltimore,Maryland,MLB,Baseball
1731,07/30/2023,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1732,07/30/2023,Colorado Rockies,Oakland Athletics,Denver,Colorado,MLB,Baseball
1733,07/30/2023,Houston Astros,Tampa Bay Rays,Houston,Texas,MLB,Baseball
1734,07/30/2023,Kansas City Royals,Minnesota Twins,Kansas City,Missouri,MLB,Baseball
1735,07/30/2023,Los Angeles Dodgers,Cincinnati Reds,Los Angeles,California,MLB,Baseball
1736,07/30/2023,Miami Marlins,Detroit Tigers,Miami,Florida,MLB,Baseball
1737,07/30/2023,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1738,07/30/2023,Pittsburgh Pirates,Philadelphia Phillies,Pittsburgh,Pennsylvania,MLB,Baseball
1739,07/30/2023,San Diego Padres,Texas Rangers,San Diego,California,MLB,Baseball
1740,07/30/2023,San Francisco Giants,Boston Red Sox,San Francisco,California,MLB,Baseball
1741,07/30/2023,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1742,07/30/2023,Toronto Blue Jays,Los Angeles Angels,Toronto,Ontario,MLB,Baseball
1743,07/31/2023,Atlanta Braves,Los Angeles Angels,Atlanta,Georgia,MLB,Baseball
1744,07/31/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
1745,07/31/2023,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1746,07/31/2023,Houston Astros,Cleveland Guardians,Houston,Texas,MLB,Baseball
1747,07/31/2023,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1748,07/31/2023,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
1749,07/31/2023,Seattle Mariners,Boston Red Sox,Seattle,Washington,MLB,Baseball
1750,07/31/2023,San Francisco Giants,Arizona Diamondbacks,San Francisco,California,MLB,Baseball
1751,07/31/2023,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
1752,07/31/2023,Washington Nationals,Milwaukee Brewers,Washington D.C.,Washington D.C.,MLB,Baseball
1753,08/01/2023,Atlanta Braves,Los Angeles Angels,Atlanta,Georgia,MLB,Baseball
1754,08/01/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
1755,08/01/2023,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1756,08/01/2023,Houston Astros,Cleveland Guardians,Houston,Texas,MLB,Baseball
1757,08/01/2023,Kansas City Royals,New York Mets,Kansas City,Missouri,MLB,Baseball
1758,08/01/2023,Los Angeles Dodgers,Oakland Athletics,Los Angeles,California,MLB,Baseball
1759,08/01/2023,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1760,08/01/2023,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
1761,08/01/2023,Pittsburgh Pirates,Detroit Tigers,Pittsburgh,Pennsylvania,MLB,Baseball
1762,08/01/2023,Seattle Mariners,Boston Red Sox,Seattle,Washington,MLB,Baseball
1763,08/01/2023,San Francisco Giants,Arizona Diamondbacks,San Francisco,California,MLB,Baseball
1764,08/01/2023,St. Louis Cardinals,Minnesota Twins,St. Louis,Missouri,MLB,Baseball
1765,08/01/2023,Texas Rangers,Chicago White Sox,Arlington,Texas,MLB,Baseball
1766,08/01/2023,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
1767,08/01/2023,Washington Nationals,Milwaukee Brewers,Washington D.C.,Washington D.C.,MLB,Baseball
1768,08/02/2023,Atlanta Braves,Los Angeles Angels,Atlanta,Georgia,MLB,Baseball
1769,08/02/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
1770,08/02/2023,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1771,08/02/2023,Houston Astros,Cleveland Guardians,Houston,Texas,MLB,Baseball
1772,08/02/2023,Kansas City Royals,New York Mets,Kansas City,Missouri,MLB,Baseball
1773,08/02/2023,Los Angeles Dodgers,Oakland Athletics,Los Angeles,California,MLB,Baseball
1774,08/02/2023,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1775,08/02/2023,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
1776,08/02/2023,Pittsburgh Pirates,Detroit Tigers,Pittsburgh,Pennsylvania,MLB,Baseball
1777,08/02/2023,Seattle Mariners,Boston Red Sox,Seattle,Washington,MLB,Baseball
1778,08/02/2023,San Francisco Giants,Arizona Diamondbacks,San Francisco,California,MLB,Baseball
1779,08/02/2023,St. Louis Cardinals,Minnesota Twins,St. Louis,Missouri,MLB,Baseball
1780,08/02/2023,Texas Rangers,Chicago White Sox,Arlington,Texas,MLB,Baseball
1781,08/02/2023,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
1782,08/02/2023,Washington Nationals,Milwaukee Brewers,Washington D.C.,Washington D.C.,MLB,Baseball
1783,08/03/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1784,08/03/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
1785,08/03/2023,Kansas City Royals,New York Mets,Kansas City,Missouri,MLB,Baseball
1786,08/03/2023,Los Angeles Dodgers,Oakland Athletics,Los Angeles,California,MLB,Baseball
1787,08/03/2023,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1788,08/03/2023,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
1789,08/03/2023,New York Yankees,Houston Astros,New York,New York,MLB,Baseball
1790,08/03/2023,San Francisco Giants,Arizona Diamondbacks,San Francisco,California,MLB,Baseball
1791,08/03/2023,St. Louis Cardinals,Minnesota Twins,St. Louis,Missouri,MLB,Baseball
1792,08/03/2023,Texas Rangers,Chicago White Sox,Arlington,Texas,MLB,Baseball
1793,08/03/2023,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
1794,08/04/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1795,08/04/2023,Baltimore Orioles,New York Mets,Baltimore,Maryland,MLB,Baseball
1796,08/04/2023,Boston Red Sox,Toronto Blue Jays,Boston,Massachusetts,MLB,Baseball
1797,08/04/2023,Chicago Cubs,Atlanta Braves,Chicago,Illinois,MLB,Baseball
1798,08/04/2023,Cincinnati Reds,Washington Nationals,Cincinnati,Ohio,MLB,Baseball
1799,08/04/2023,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
1800,08/04/2023,Detroit Tigers,Tampa Bay Rays,Detroit,Michigan,MLB,Baseball
1801,08/04/2023,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
1802,08/04/2023,Minnesota Twins,Arizona Diamondbacks,Minneapolis,Minnesota,MLB,Baseball
1803,08/04/2023,New York Yankees,Houston Astros,New York,New York,MLB,Baseball
1804,08/04/2023,Philadelphia Phillies,Kansas City Royals,Philadelphia,Pennsylvania,MLB,Baseball
1805,08/04/2023,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
1806,08/04/2023,St. Louis Cardinals,Colorado Rockies,St. Louis,Missouri,MLB,Baseball
1807,08/04/2023,Texas Rangers,Miami Marlins,Arlington,Texas,MLB,Baseball
1808,08/05/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1809,08/05/2023,Baltimore Orioles,New York Mets,Baltimore,Maryland,MLB,Baseball
1810,08/05/2023,Boston Red Sox,Toronto Blue Jays,Boston,Massachusetts,MLB,Baseball
1811,08/05/2023,Chicago Cubs,Atlanta Braves,Chicago,Illinois,MLB,Baseball
1812,08/05/2023,Cincinnati Reds,Washington Nationals,Cincinnati,Ohio,MLB,Baseball
1813,08/05/2023,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
1814,08/05/2023,Detroit Tigers,Tampa Bay Rays,Detroit,Michigan,MLB,Baseball
1815,08/05/2023,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
1816,08/05/2023,Minnesota Twins,Arizona Diamondbacks,Minneapolis,Minnesota,MLB,Baseball
1817,08/05/2023,New York Yankees,Houston Astros,New York,New York,MLB,Baseball
1818,08/05/2023,Oakland Athletics,San Francisco Giants,Oakland,California,MLB,Baseball
1819,08/05/2023,Philadelphia Phillies,Kansas City Royals,Philadelphia,Pennsylvania,MLB,Baseball
1820,08/05/2023,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
1821,08/05/2023,St. Louis Cardinals,Colorado Rockies,St. Louis,Missouri,MLB,Baseball
1822,08/05/2023,Texas Rangers,Miami Marlins,Arlington,Texas,MLB,Baseball
1823,08/06/2023,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
1824,08/06/2023,Baltimore Orioles,New York Mets,Baltimore,Maryland,MLB,Baseball
1825,08/06/2023,Boston Red Sox,Toronto Blue Jays,Boston,Massachusetts,MLB,Baseball
1826,08/06/2023,New York Yankees,Houston Astros,New York,New York,MLB,Baseball
1827,08/06/2023,Philadelphia Phillies,Kansas City Royals,Philadelphia,Pennsylvania,MLB,Baseball
1828,08/06/2023,Cincinnati Reds,Washington Nationals,Cincinnati,Ohio,MLB,Baseball
1829,08/06/2023,Detroit Tigers,Tampa Bay Rays,Detroit,Michigan,MLB,Baseball
1830,08/06/2023,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
1831,08/06/2023,Minnesota Twins,Arizona Diamondbacks,Minneapolis,Minnesota,MLB,Baseball
1832,08/06/2023,St. Louis Cardinals,Colorado Rockies,St. Louis,Missouri,MLB,Baseball
1833,08/06/2023,Chicago Cubs,Atlanta Braves,Chicago,Illinois,MLB,Baseball
1834,08/06/2023,Texas Rangers,Miami Marlins,Arlington,Texas,MLB,Baseball
1835,08/06/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1836,08/06/2023,Oakland Athletics,San Francisco Giants,Oakland,California,MLB,Baseball
1837,08/06/2023,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
1838,08/07/2023,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
1839,08/07/2023,Cincinnati Reds,Miami Marlins,Cincinnati,Ohio,MLB,Baseball
1840,08/07/2023,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
1841,08/07/2023,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
1842,08/07/2023,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
1843,08/07/2023,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
1844,08/07/2023,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
1845,08/07/2023,New York Mets,Chicago Cubs,New York,New York,MLB,Baseball
1846,08/07/2023,Chicago White Sox,New York Yankees,Chicago,Illinois,MLB,Baseball
1847,08/07/2023,Milwaukee Brewers,Colorado Rockies,Milwaukee,Wisconsin,MLB,Baseball
1848,08/07/2023,Los Angeles Angels,San Francisco Giants,Los Angeles,California,MLB,Baseball
1849,08/07/2023,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
1850,08/08/2023,Cincinnati Reds,Miami Marlins,Cincinnati,Ohio,MLB,Baseball
1851,08/08/2023,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
1852,08/08/2023,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
1853,08/08/2023,Tampa Bay Rays,St. Louis Cardinals,Tampa,Florida,MLB,Baseball
1854,08/08/2023,Baltimore Orioles,Houston Astros,Baltimore,Maryland,MLB,Baseball
1855,08/08/2023,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
1856,08/08/2023,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
1857,08/08/2023,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
1858,08/08/2023,New York Mets,Chicago Cubs,New York,New York,MLB,Baseball
1859,08/08/2023,Chicago White Sox,New York Yankees,Chicago,Illinois,MLB,Baseball
1860,08/08/2023,Milwaukee Brewers,Colorado Rockies,Milwaukee,Wisconsin,MLB,Baseball
1861,08/08/2023,Los Angeles Angels,San Francisco Giants,Los Angeles,California,MLB,Baseball
1862,08/08/2023,Arizona Diamondbacks,Los Angeles Dodgers,Phoenix,Arizona,MLB,Baseball
1863,08/08/2023,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
1864,08/08/2023,Seattle Mariners,San Diego Padres,Seattle,Washington,MLB,Baseball
1865,08/09/2023,Cincinnati Reds,Miami Marlins,Cincinnati,Ohio,MLB,Baseball
1866,08/09/2023,Milwaukee Brewers,Colorado Rockies,Milwaukee,Wisconsin,MLB,Baseball
1867,08/09/2023,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
1868,08/09/2023,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
1869,08/09/2023,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
1870,08/09/2023,Tampa Bay Rays,St. Louis Cardinals,Tampa,Florida,MLB,Baseball
1871,08/09/2023,Baltimore Orioles,Houston Astros,Baltimore,Maryland,MLB,Baseball
1872,08/09/2023,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
1873,08/09/2023,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
