id,game_date,home_team,road_team,city,state,league,sport
891,05/24/2023,Colorado Rockies,Miami Marlins,Denver,Colorado,MLB,Baseball
892,05/24/2023,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
893,05/24/2023,Milwaukee Brewers,Houston Astros,Milwaukee,Wisconsin,MLB,Baseball
894,05/24/2023,Minnesota Twins,San Francisco Giants,Minneapolis,Minnesota,MLB,Baseball
895,05/24/2023,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
896,05/24/2023,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia,Pennsylvania,MLB,Baseball
897,05/24/2023,Pittsburgh Pirates,Texas Rangers,Pittsburgh,Pennsylvania,MLB,Baseball
898,05/24/2023,Seattle Mariners,Oakland Athletics,Seattle,Washington,MLB,Baseball
899,05/24/2023,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
900,05/24/2023,Washington Nationals,San Diego Padres,Washington D.C.,Washington D.C.,MLB,Baseball
901,05/25/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
902,05/25/2023,Chicago Cubs,New York Mets,Chicago,Illinois,MLB,Baseball
903,05/25/2023,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
904,05/25/2023,Colorado Rockies,Miami Marlins,Denver,Colorado,MLB,Baseball
905,05/25/2023,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
906,05/25/2023,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
907,05/25/2023,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
908,05/25/2023,Seattle Mariners,Oakland Athletics,Seattle,Washington,MLB,Baseball
909,05/25/2023,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
910,05/25/2023,Washington Nationals,San Diego Padres,Washington D.C.,Washington D.C.,MLB,Baseball
911,05/26/2023,Los Angeles Angels,Miami Marlins,Los Angeles,California,MLB,Baseball
912,05/26/2023,Arizona Diamondbacks,Boston Red Sox,Phoenix,Arizona,MLB,Baseball
913,05/26/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
914,05/26/2023,Baltimore Orioles,Texas Rangers,Baltimore,Maryland,MLB,Baseball
915,05/26/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
916,05/26/2023,Cleveland Guardians,St. Louis Cardinals,Cleveland,Ohio,MLB,Baseball
917,05/26/2023,Colorado Rockies,New York Mets,Denver,Colorado,MLB,Baseball
918,05/26/2023,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
919,05/26/2023,Kansas City Royals,Washington Nationals,Kansas City,Missouri,MLB,Baseball
920,05/26/2023,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
921,05/26/2023,Minnesota Twins,Toronto Blue Jays,Minneapolis,Minnesota,MLB,Baseball
922,05/26/2023,New York Yankees,San Diego Padres,New York,New York,MLB,Baseball
923,05/26/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
924,05/26/2023,Seattle Mariners,Pittsburgh Pirates,Seattle,Washington,MLB,Baseball
925,05/26/2023,Tampa Bay Rays,Los Angeles Dodgers,Tampa,Florida,MLB,Baseball
926,05/27/2023,Los Angeles Angels,Miami Marlins,Los Angeles,California,MLB,Baseball
927,05/27/2023,Arizona Diamondbacks,Boston Red Sox,Phoenix,Arizona,MLB,Baseball
928,05/27/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
929,05/27/2023,Baltimore Orioles,Texas Rangers,Baltimore,Maryland,MLB,Baseball
930,05/27/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
931,05/27/2023,Cleveland Guardians,St. Louis Cardinals,Cleveland,Ohio,MLB,Baseball
932,05/27/2023,Colorado Rockies,New York Mets,Denver,Colorado,MLB,Baseball
933,05/27/2023,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
934,05/27/2023,Kansas City Royals,Washington Nationals,Kansas City,Missouri,MLB,Baseball
935,05/27/2023,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
936,05/27/2023,Minnesota Twins,Toronto Blue Jays,Minneapolis,Minnesota,MLB,Baseball
937,05/27/2023,New York Yankees,San Diego Padres,New York,New York,MLB,Baseball
938,05/27/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
939,05/27/2023,Seattle Mariners,Pittsburgh Pirates,Seattle,Washington,MLB,Baseball
940,05/27/2023,Tampa Bay Rays,Los Angeles Dodgers,Tampa,Florida,MLB,Baseball
941,05/28/2023,Los Angeles Angels,Miami Marlins,Los Angeles,California,MLB,Baseball
942,05/28/2023,Arizona Diamondbacks,Boston Red Sox,Phoenix,Arizona,MLB,Baseball
943,05/28/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
944,05/28/2023,Baltimore Orioles,Texas Rangers,Baltimore,Maryland,MLB,Baseball
945,05/28/2023,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
946,05/28/2023,Cleveland Guardians,St. Louis Cardinals,Cleveland,Ohio,MLB,Baseball
947,05/28/2023,Colorado Rockies,New York Mets,Denver,Colorado,MLB,Baseball
948,05/28/2023,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
949,05/28/2023,Kansas City Royals,Washington Nationals,Kansas City,Missouri,MLB,Baseball
950,05/28/2023,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
951,05/28/2023,Minnesota Twins,Toronto Blue Jays,Minneapolis,Minnesota,MLB,Baseball
952,05/28/2023,New York Yankees,San Diego Padres,New York,New York,MLB,Baseball
953,05/28/2023,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
954,05/28/2023,Seattle Mariners,Pittsburgh Pirates,Seattle,Washington,MLB,Baseball
955,05/28/2023,Tampa Bay Rays,Los Angeles Dodgers,Tampa,Florida,MLB,Baseball
956,05/29/2023,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
957,05/29/2023,Baltimore Orioles,Cleveland Guardians,Baltimore,Maryland,MLB,Baseball
958,05/29/2023,Chicago White Sox,Los Angeles Angels,Chicago,Illinois,MLB,Baseball
959,05/29/2023,Chicago Cubs,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
960,05/29/2023,Detroit Tigers,Texas Rangers,Detroit,Michigan,MLB,Baseball
961,05/29/2023,Houston Astros,Minnesota Twins,Houston,Texas,MLB,Baseball
962,05/29/2023,Los Angeles Dodgers,Washington Nationals,Los Angeles,California,MLB,Baseball
963,05/29/2023,Oakland Athletics,Atlanta Braves,Oakland,California,MLB,Baseball
964,05/29/2023,Seattle Mariners,New York Yankees,Seattle,Washington,MLB,Baseball
965,05/29/2023,San Francisco Giants,Pittsburgh Pirates,San Francisco,California,MLB,Baseball
966,05/29/2023,St. Louis Cardinals,Kansas City Royals,St. Louis,Missouri,MLB,Baseball
967,05/30/2023,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
968,05/30/2023,Baltimore Orioles,Cleveland Guardians,Baltimore,Maryland,MLB,Baseball
969,05/30/2023,Boston Red Sox,Cincinnati Reds,Boston,Massachusetts,MLB,Baseball
970,05/30/2023,Chicago White Sox,Los Angeles Angels,Chicago,Illinois,MLB,Baseball
971,05/30/2023,Chicago Cubs,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
972,05/30/2023,Detroit Tigers,Texas Rangers,Detroit,Michigan,MLB,Baseball
973,05/30/2023,Houston Astros,Minnesota Twins,Houston,Texas,MLB,Baseball
974,05/30/2023,Los Angeles Dodgers,Washington Nationals,Los Angeles,California,MLB,Baseball
975,05/30/2023,Miami Marlins,San Diego Padres,Miami,Florida,MLB,Baseball
976,05/30/2023,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
977,05/30/2023,Oakland Athletics,Atlanta Braves,Oakland,California,MLB,Baseball
978,05/30/2023,Seattle Mariners,New York Yankees,Seattle,Washington,MLB,Baseball
979,05/30/2023,San Francisco Giants,Pittsburgh Pirates,San Francisco,California,MLB,Baseball
980,05/30/2023,St. Louis Cardinals,Kansas City Royals,St. Louis,Missouri,MLB,Baseball
981,05/30/2023,Toronto Blue Jays,Milwaukee Brewers,Toronto,Ontario,MLB,Baseball
982,05/31/2023,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
983,05/31/2023,Baltimore Orioles,Cleveland Guardians,Baltimore,Maryland,MLB,Baseball
984,05/31/2023,Boston Red Sox,Cincinnati Reds,Boston,Massachusetts,MLB,Baseball
985,05/31/2023,Chicago White Sox,Los Angeles Angels,Chicago,Illinois,MLB,Baseball
986,05/31/2023,Chicago Cubs,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
987,05/31/2023,Detroit Tigers,Texas Rangers,Detroit,Michigan,MLB,Baseball
988,05/31/2023,Houston Astros,Minnesota Twins,Houston,Texas,MLB,Baseball
989,05/31/2023,Los Angeles Dodgers,Washington Nationals,Los Angeles,California,MLB,Baseball
990,05/31/2023,Miami Marlins,San Diego Padres,Miami,Florida,MLB,Baseball
991,05/31/2023,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
992,05/31/2023,Oakland Athletics,Atlanta Braves,Oakland,California,MLB,Baseball
993,05/31/2023,Seattle Mariners,New York Yankees,Seattle,Washington,MLB,Baseball
994,05/31/2023,San Francisco Giants,Pittsburgh Pirates,San Francisco,California,MLB,Baseball
995,05/31/2023,Toronto Blue Jays,Milwaukee Brewers,Toronto,Ontario,MLB,Baseball
996,06/01/2023,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
997,06/01/2023,Boston Red Sox,Cincinnati Reds,Boston,Massachusetts,MLB,Baseball
998,06/01/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
999,06/01/2023,Miami Marlins,San Diego Padres,Miami,Florida,MLB,Baseball
1000,06/01/2023,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1001,06/01/2023,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
1002,06/01/2023,Toronto Blue Jays,Milwaukee Brewers,Toronto,Ontario,MLB,Baseball
1003,06/02/2023,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
1004,06/02/2023,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
1005,06/02/2023,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1006,06/02/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1007,06/02/2023,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
1008,06/02/2023,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
1009,06/02/2023,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
1010,06/02/2023,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1011,06/02/2023,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
1012,06/02/2023,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
1013,06/02/2023,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1014,06/02/2023,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
1015,06/02/2023,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
1016,06/02/2023,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1017,06/03/2023,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
1018,06/03/2023,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1019,06/03/2023,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1020,06/03/2023,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
1021,06/03/2023,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1022,06/03/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1023,06/03/2023,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
1024,06/03/2023,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
1025,06/03/2023,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
1026,06/03/2023,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1027,06/03/2023,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
1028,06/03/2023,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
1029,06/03/2023,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1030,06/03/2023,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
1031,06/03/2023,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
1032,06/03/2023,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1033,06/04/2023,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
1034,06/04/2023,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1035,06/04/2023,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
1036,06/04/2023,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1037,06/04/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1038,06/04/2023,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
1039,06/04/2023,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
1040,06/04/2023,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
1041,06/04/2023,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1042,06/04/2023,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
1043,06/04/2023,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
1044,06/04/2023,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1045,06/04/2023,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
1046,06/04/2023,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
1047,06/04/2023,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1048,06/05/2023,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1049,06/05/2023,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1050,06/05/2023,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
1051,06/05/2023,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
1052,06/05/2023,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
1053,06/05/2023,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1054,06/05/2023,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
1055,06/05/2023,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1056,06/06/2023,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
1057,06/06/2023,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
1058,06/06/2023,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
1059,06/06/2023,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
1060,06/06/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
1061,06/06/2023,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
1062,06/06/2023,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
1063,06/06/2023,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
1064,06/06/2023,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
1065,06/06/2023,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
1066,06/06/2023,San Diego Padres,Seattle Mariners,San Diego,California,MLB,Baseball
1067,06/06/2023,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
1068,06/06/2023,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
1069,06/06/2023,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1070,06/06/2023,Washington Nationals,Arizona Diamondbacks,Washington D.C.,Washington D.C.,MLB,Baseball
1071,06/07/2023,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
1072,06/07/2023,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
1073,06/07/2023,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
1074,06/07/2023,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
1075,06/07/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
1076,06/07/2023,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
1077,06/07/2023,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
1078,06/07/2023,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
1079,06/07/2023,San Diego Padres,Seattle Mariners,San Diego,California,MLB,Baseball
1080,06/07/2023,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
1081,06/07/2023,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
1082,06/07/2023,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1083,06/07/2023,Washington Nationals,Arizona Diamondbacks,Washington D.C.,Washington D.C.,MLB,Baseball
1084,06/08/2023,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
1085,06/08/2023,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
1086,06/08/2023,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
1087,06/08/2023,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
1088,06/08/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
1089,06/08/2023,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
1090,06/08/2023,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
1091,06/08/2023,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
1092,06/08/2023,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
1093,06/08/2023,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
1094,06/08/2023,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1095,06/09/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1096,06/09/2023,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
1097,06/09/2023,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
1098,06/09/2023,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
1099,06/09/2023,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
1100,06/09/2023,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1101,06/09/2023,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
1102,06/09/2023,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
1103,06/09/2023,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1104,06/09/2023,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
1105,06/09/2023,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
1106,06/09/2023,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
1107,06/09/2023,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
1108,06/09/2023,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
1109,06/09/2023,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
1110,06/10/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1111,06/10/2023,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
1112,06/10/2023,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
1113,06/10/2023,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
1114,06/10/2023,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
1115,06/10/2023,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1116,06/10/2023,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
1117,06/10/2023,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
1118,06/10/2023,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1119,06/10/2023,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
1120,06/10/2023,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
1121,06/10/2023,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
1122,06/10/2023,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
1123,06/10/2023,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
1124,06/10/2023,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
1125,06/11/2023,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1126,06/11/2023,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
1127,06/11/2023,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
1128,06/11/2023,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
1129,06/11/2023,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
1130,06/11/2023,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1131,06/11/2023,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
1132,06/11/2023,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
1133,06/11/2023,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1134,06/11/2023,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
1135,06/11/2023,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
1136,06/11/2023,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
