id,game_date,home_team,road_team,city,state,league,sport
1468,2023-07-06,Washington Nationals,Cincinnati Reds,Washington D.C.,Washington D.C.,MLB,Baseball
1469,2023-07-07,Arizona Diamondbacks,Pittsburgh Pirates,Phoenix,Arizona,MLB,Baseball
1470,2023-07-07,Boston Red Sox,Oakland Athletics,Boston,Massachusetts,MLB,Baseball
1471,2023-07-07,Chicago White Sox,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1472,2023-07-07,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1473,2023-07-07,Detroit Tigers,Toronto Blue Jays,Detroit,Michigan,MLB,Baseball
1474,2023-07-07,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
1475,2023-07-07,Los Angeles Dodgers,Los Angeles Angels,Los Angeles,California,MLB,Baseball
1476,2023-07-07,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1477,2023-07-07,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1478,2023-07-07,Minnesota Twins,Baltimore Orioles,Minneapolis,Minnesota,MLB,Baseball
1479,2023-07-07,New York Yankees,Chicago Cubs,New York,New York,MLB,Baseball
1480,2023-07-07,San Diego Padres,New York Mets,San Diego,California,MLB,Baseball
1481,2023-07-07,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
1482,2023-07-07,Tampa Bay Rays,Atlanta Braves,Tampa,Florida,MLB,Baseball
1483,2023-07-07,Washington Nationals,Texas Rangers,Washington D.C.,Washington D.C.,MLB,Baseball
1484,2023-07-08,Arizona Diamondbacks,Pittsburgh Pirates,Phoenix,Arizona,MLB,Baseball
1485,2023-07-08,Boston Red Sox,Oakland Athletics,Boston,Massachusetts,MLB,Baseball
1486,2023-07-08,Chicago White Sox,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1487,2023-07-08,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1488,2023-07-08,Detroit Tigers,Toronto Blue Jays,Detroit,Michigan,MLB,Baseball
1489,2023-07-08,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
1490,2023-07-08,Los Angeles Dodgers,Los Angeles Angels,Los Angeles,California,MLB,Baseball
1491,2023-07-08,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1492,2023-07-08,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1493,2023-07-08,Minnesota Twins,Baltimore Orioles,Minneapolis,Minnesota,MLB,Baseball
1494,2023-07-08,New York Yankees,Chicago Cubs,New York,New York,MLB,Baseball
1495,2023-07-08,San Diego Padres,New York Mets,San Diego,California,MLB,Baseball
1496,2023-07-08,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
1497,2023-07-08,Tampa Bay Rays,Atlanta Braves,Tampa,Florida,MLB,Baseball
1498,2023-07-08,Washington Nationals,Texas Rangers,Washington D.C.,Washington D.C.,MLB,Baseball
1499,2023-07-09,Arizona Diamondbacks,Pittsburgh Pirates,Phoenix,Arizona,MLB,Baseball
1500,2023-07-09,Boston Red Sox,Oakland Athletics,Boston,Massachusetts,MLB,Baseball
1501,2023-07-09,Chicago White Sox,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1502,2023-07-09,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1503,2023-07-09,Detroit Tigers,Toronto Blue Jays,Detroit,Michigan,MLB,Baseball
1504,2023-07-09,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
1505,2023-07-09,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1506,2023-07-09,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1507,2023-07-09,Minnesota Twins,Baltimore Orioles,Minneapolis,Minnesota,MLB,Baseball
1508,2023-07-09,New York Yankees,Chicago Cubs,New York,New York,MLB,Baseball
1509,2023-07-09,San Diego Padres,New York Mets,San Diego,California,MLB,Baseball
1510,2023-07-09,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
1511,2023-07-09,Tampa Bay Rays,Atlanta Braves,Tampa,Florida,MLB,Baseball
1512,2023-07-09,Washington Nationals,Texas Rangers,Washington D.C.,Washington D.C.,MLB,Baseball
1513,2023-07-14,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
1514,2023-07-14,Atlanta Braves,Chicago White Sox,Atlanta,Georgia,MLB,Baseball
1515,2023-07-14,Baltimore Orioles,Miami Marlins,Baltimore,Maryland,MLB,Baseball
1516,2023-07-14,Chicago Cubs,Boston Red Sox,Chicago,Illinois,MLB,Baseball
1517,2023-07-14,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1518,2023-07-14,Colorado Rockies,New York Yankees,Denver,Colorado,MLB,Baseball
1519,2023-07-14,New York Mets,Los Angeles Dodgers,New York,New York,MLB,Baseball
1520,2023-07-14,Oakland Athletics,Minnesota Twins,Oakland,California,MLB,Baseball
1521,2023-07-14,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
1522,2023-07-14,Pittsburgh Pirates,San Francisco Giants,Pittsburgh,Pennsylvania,MLB,Baseball
1523,2023-07-14,Seattle Mariners,Detroit Tigers,Seattle,Washington,MLB,Baseball
1524,2023-07-14,St. Louis Cardinals,Washington Nationals,St. Louis,Missouri,MLB,Baseball
1525,2023-07-14,Texas Rangers,Cleveland Guardians,Arlington,Texas,MLB,Baseball
1526,2023-07-14,Toronto Blue Jays,Arizona Diamondbacks,Toronto,Ontario,MLB,Baseball
1527,2023-07-15,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
1528,2023-07-15,Atlanta Braves,Chicago White Sox,Atlanta,Georgia,MLB,Baseball
1529,2023-07-15,Baltimore Orioles,Miami Marlins,Baltimore,Maryland,MLB,Baseball
1530,2023-07-15,Chicago Cubs,Boston Red Sox,Chicago,Illinois,MLB,Baseball
1531,2023-07-15,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1532,2023-07-15,Colorado Rockies,New York Yankees,Denver,Colorado,MLB,Baseball
1533,2023-07-15,Kansas City Royals,Tampa Bay Rays,Kansas City,Missouri,MLB,Baseball
1534,2023-07-15,Kansas City Royals,Tampa Bay Rays,Kansas City,Missouri,MLB,Baseball
1535,2023-07-15,New York Mets,Los Angeles Dodgers,New York,New York,MLB,Baseball
1536,2023-07-15,Oakland Athletics,Minnesota Twins,Oakland,California,MLB,Baseball
1537,2023-07-15,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
1538,2023-07-15,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
1539,2023-07-15,Pittsburgh Pirates,San Francisco Giants,Pittsburgh,Pennsylvania,MLB,Baseball
1540,2023-07-15,Seattle Mariners,Detroit Tigers,Seattle,Washington,MLB,Baseball
1541,2023-07-15,St. Louis Cardinals,Washington Nationals,St. Louis,Missouri,MLB,Baseball
1542,2023-07-15,Texas Rangers,Cleveland Guardians,Arlington,Texas,MLB,Baseball
1543,2023-07-15,Toronto Blue Jays,Arizona Diamondbacks,Toronto,Ontario,MLB,Baseball
1544,2023-07-16,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
1545,2023-07-16,Atlanta Braves,Chicago White Sox,Atlanta,Georgia,MLB,Baseball
1546,2023-07-16,Baltimore Orioles,Miami Marlins,Baltimore,Maryland,MLB,Baseball
1547,2023-07-16,Chicago Cubs,Boston Red Sox,Chicago,Illinois,MLB,Baseball
1548,2023-07-16,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1549,2023-07-16,Colorado Rockies,New York Yankees,Denver,Colorado,MLB,Baseball
1550,2023-07-16,Kansas City Royals,Tampa Bay Rays,Kansas City,Missouri,MLB,Baseball
1551,2023-07-16,New York Mets,Los Angeles Dodgers,New York,New York,MLB,Baseball
1552,2023-07-16,Oakland Athletics,Minnesota Twins,Oakland,California,MLB,Baseball
1553,2023-07-16,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
1554,2023-07-16,Pittsburgh Pirates,San Francisco Giants,Pittsburgh,Pennsylvania,MLB,Baseball
1555,2023-07-16,Seattle Mariners,Detroit Tigers,Seattle,Washington,MLB,Baseball
1556,2023-07-16,St. Louis Cardinals,Washington Nationals,St. Louis,Missouri,MLB,Baseball
1557,2023-07-16,Texas Rangers,Cleveland Guardians,Arlington,Texas,MLB,Baseball
1558,2023-07-16,Toronto Blue Jays,Arizona Diamondbacks,Toronto,Ontario,MLB,Baseball
1559,2023-07-17,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
1560,2023-07-17,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
1561,2023-07-17,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
1562,2023-07-17,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
1563,2023-07-17,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
1564,2023-07-17,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
1565,2023-07-17,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
1566,2023-07-17,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
1567,2023-07-17,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
1568,2023-07-17,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
1569,2023-07-18,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
1570,2023-07-18,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
1571,2023-07-18,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
1572,2023-07-18,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
1573,2023-07-18,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
1574,2023-07-18,Colorado Rockies,Houston Astros,Denver,Colorado,MLB,Baseball
1575,2023-07-18,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
1576,2023-07-18,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
1577,2023-07-18,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
1578,2023-07-18,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
1579,2023-07-18,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
1580,2023-07-18,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
1581,2023-07-18,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
1582,2023-07-18,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
1583,2023-07-18,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
1584,2023-07-19,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
1585,2023-07-19,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
1586,2023-07-19,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
1587,2023-07-19,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
1588,2023-07-19,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
1589,2023-07-19,Colorado Rockies,Houston Astros,Denver,Colorado,MLB,Baseball
1590,2023-07-19,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
1591,2023-07-19,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
1592,2023-07-19,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
1593,2023-07-19,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
1594,2023-07-19,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
1595,2023-07-19,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
1596,2023-07-19,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
1597,2023-07-19,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
1598,2023-07-19,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
1599,2023-07-20,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
1600,2023-07-20,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1601,2023-07-20,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
1602,2023-07-20,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
1603,2023-07-20,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
1604,2023-07-20,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1605,2023-07-20,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
1606,2023-07-20,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
1607,2023-07-20,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1608,2023-07-20,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
1609,2023-07-21,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
1610,2023-07-21,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
1611,2023-07-21,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1612,2023-07-21,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
1613,2023-07-21,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
1614,2023-07-21,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
1615,2023-07-21,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
1616,2023-07-21,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
1617,2023-07-21,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
1618,2023-07-21,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
1619,2023-07-21,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1620,2023-07-21,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
1621,2023-07-21,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1622,2023-07-21,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
1623,2023-07-21,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
1624,2023-07-22,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
1625,2023-07-22,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
1626,2023-07-22,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1627,2023-07-22,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
1628,2023-07-22,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
1629,2023-07-22,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
1630,2023-07-22,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
1631,2023-07-22,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
1632,2023-07-22,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
1633,2023-07-22,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
1634,2023-07-22,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1635,2023-07-22,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
1636,2023-07-22,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1637,2023-07-22,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
1638,2023-07-22,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
1639,2023-07-23,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
1640,2023-07-23,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
1641,2023-07-23,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
1642,2023-07-23,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
1643,2023-07-23,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
1644,2023-07-23,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
1645,2023-07-23,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
1646,2023-07-23,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
1647,2023-07-23,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
1648,2023-07-23,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
1649,2023-07-23,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
1650,2023-07-23,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
1651,2023-07-23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
1652,2023-07-23,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
1653,2023-07-23,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
1654,2023-07-24,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
1655,2023-07-24,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1656,2023-07-24,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
1657,2023-07-24,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
1658,2023-07-24,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
1659,2023-07-24,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1660,2023-07-24,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
1661,2023-07-24,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
1662,2023-07-24,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
1663,2023-07-24,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
1664,2023-07-25,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
1665,2023-07-25,Boston Red Sox,Atlanta Braves,Boston,Massachusetts,MLB,Baseball
1666,2023-07-25,Chicago White Sox,Chicago Cubs,Chicago,Illinois,MLB,Baseball
1667,2023-07-25,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1668,2023-07-25,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
1669,2023-07-25,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
1670,2023-07-25,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
1671,2023-07-25,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1672,2023-07-25,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
1673,2023-07-25,New York Yankees,New York Mets,New York,New York,MLB,Baseball
1674,2023-07-25,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
1675,2023-07-25,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
1676,2023-07-25,San Francisco Giants,Oakland Athletics,San Francisco,California,MLB,Baseball
1677,2023-07-25,Tampa Bay Rays,Miami Marlins,Tampa,Florida,MLB,Baseball
1678,2023-07-25,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
1679,2023-07-26,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
1680,2023-07-26,Boston Red Sox,Atlanta Braves,Boston,Massachusetts,MLB,Baseball
1681,2023-07-26,Chicago White Sox,Chicago Cubs,Chicago,Illinois,MLB,Baseball
1682,2023-07-26,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
1683,2023-07-26,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
1684,2023-07-26,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
1685,2023-07-26,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
1686,2023-07-26,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
1687,2023-07-26,New York Yankees,New York Mets,New York,New York,MLB,Baseball
1688,2023-07-26,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
1689,2023-07-26,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
1690,2023-07-26,San Francisco Giants,Oakland Athletics,San Francisco,California,MLB,Baseball
1691,2023-07-26,Tampa Bay Rays,Miami Marlins,Tampa,Florida,MLB,Baseball
1692,2023-07-26,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
1693,2023-07-27,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1694,2023-07-27,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
1695,2023-07-27,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
1696,2023-07-27,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1697,2023-07-27,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1698,2023-07-28,Arizona Diamondbacks,Seattle Mariners,Phoenix,Arizona,MLB,Baseball
1699,2023-07-28,Atlanta Braves,Milwaukee Brewers,Atlanta,Georgia,MLB,Baseball
1700,2023-07-28,Baltimore Orioles,New York Yankees,Baltimore,Maryland,MLB,Baseball
1701,2023-07-28,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1702,2023-07-28,Colorado Rockies,Oakland Athletics,Denver,Colorado,MLB,Baseball
1703,2023-07-28,Houston Astros,Tampa Bay Rays,Houston,Texas,MLB,Baseball
1704,2023-07-28,Kansas City Royals,Minnesota Twins,Kansas City,Missouri,MLB,Baseball
1705,2023-07-28,Los Angeles Dodgers,Cincinnati Reds,Los Angeles,California,MLB,Baseball
1706,2023-07-28,Miami Marlins,Detroit Tigers,Miami,Florida,MLB,Baseball
1707,2023-07-28,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1708,2023-07-28,Pittsburgh Pirates,Philadelphia Phillies,Pittsburgh,Pennsylvania,MLB,Baseball
1709,2023-07-28,San Diego Padres,Texas Rangers,San Diego,California,MLB,Baseball
1710,2023-07-28,San Francisco Giants,Boston Red Sox,San Francisco,California,MLB,Baseball
1711,2023-07-28,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1712,2023-07-28,Toronto Blue Jays,Los Angeles Angels,Toronto,Ontario,MLB,Baseball
1713,2023-07-29,Arizona Diamondbacks,Seattle Mariners,Phoenix,Arizona,MLB,Baseball
1714,2023-07-29,Atlanta Braves,Milwaukee Brewers,Atlanta,Georgia,MLB,Baseball
1715,2023-07-29,Baltimore Orioles,New York Yankees,Baltimore,Maryland,MLB,Baseball
1716,2023-07-29,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1717,2023-07-29,Colorado Rockies,Oakland Athletics,Denver,Colorado,MLB,Baseball
1718,2023-07-29,Houston Astros,Tampa Bay Rays,Houston,Texas,MLB,Baseball
1719,2023-07-29,Kansas City Royals,Minnesota Twins,Kansas City,Missouri,MLB,Baseball
1720,2023-07-29,Los Angeles Dodgers,Cincinnati Reds,Los Angeles,California,MLB,Baseball
1721,2023-07-29,Miami Marlins,Detroit Tigers,Miami,Florida,MLB,Baseball
1722,2023-07-29,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1723,2023-07-29,Pittsburgh Pirates,Philadelphia Phillies,Pittsburgh,Pennsylvania,MLB,Baseball
1724,2023-07-29,San Diego Padres,Texas Rangers,San Diego,California,MLB,Baseball
1725,2023-07-29,San Francisco Giants,Boston Red Sox,San Francisco,California,MLB,Baseball
1726,2023-07-29,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1727,2023-07-29,Toronto Blue Jays,Los Angeles Angels,Toronto,Ontario,MLB,Baseball
1728,2023-07-30,Arizona Diamondbacks,Seattle Mariners,Phoenix,Arizona,MLB,Baseball
1729,2023-07-30,Atlanta Braves,Milwaukee Brewers,Atlanta,Georgia,MLB,Baseball
1730,2023-07-30,Baltimore Orioles,New York Yankees,Baltimore,Maryland,MLB,Baseball
1731,2023-07-30,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
1732,2023-07-30,Colorado Rockies,Oakland Athletics,Denver,Colorado,MLB,Baseball
1733,2023-07-30,Houston Astros,Tampa Bay Rays,Houston,Texas,MLB,Baseball
1734,2023-07-30,Kansas City Royals,Minnesota Twins,Kansas City,Missouri,MLB,Baseball
1735,2023-07-30,Los Angeles Dodgers,Cincinnati Reds,Los Angeles,California,MLB,Baseball
1736,2023-07-30,Miami Marlins,Detroit Tigers,Miami,Florida,MLB,Baseball
1737,2023-07-30,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
1738,2023-07-30,Pittsburgh Pirates,Philadelphia Phillies,Pittsburgh,Pennsylvania,MLB,Baseball
1739,2023-07-30,San Diego Padres,Texas Rangers,San Diego,California,MLB,Baseball
1740,2023-07-30,San Francisco Giants,Boston Red Sox,San Francisco,California,MLB,Baseball
1741,2023-07-30,St. Louis Cardinals,Chicago Cubs,St. Louis,Missouri,MLB,Baseball
1742,2023-07-30,Toronto Blue Jays,Los Angeles Angels,Toronto,Ontario,MLB,Baseball
1743,2023-07-31,Atlanta Braves,Los Angeles Angels,Atlanta,Georgia,MLB,Baseball
1744,2023-07-31,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
1745,2023-07-31,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1746,2023-07-31,Houston Astros,Cleveland Guardians,Houston,Texas,MLB,Baseball
1747,2023-07-31,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
1748,2023-07-31,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
1749,2023-07-31,Seattle Mariners,Boston Red Sox,Seattle,Washington,MLB,Baseball
1750,2023-07-31,San Francisco Giants,Arizona Diamondbacks,San Francisco,California,MLB,Baseball
1751,2023-07-31,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
1752,2023-07-31,Washington Nationals,Milwaukee Brewers,Washington D.C.,Washington D.C.,MLB,Baseball
1753,2023-08-01,Atlanta Braves,Los Angeles Angels,Atlanta,Georgia,MLB,Baseball
1754,2023-08-01,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
1755,2023-08-01,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1756,2023-08-01,Houston Astros,Cleveland Guardians,Houston,Texas,MLB,Baseball
1757,2023-08-01,Kansas City Royals,New York Mets,Kansas City,Missouri,MLB,Baseball
1758,2023-08-01,Los Angeles Dodgers,Oakland Athletics,Los Angeles,California,MLB,Baseball
